Dunbar Standard;A late maincrop bred by Mr C. Spence in Scotland and first marketed in 1936. Dunbar Standard produces a high yield of bold, long oval, white-skinned tubers with  a cream flesh.  Dunbar Standard is a tall, upright vigorous plant. Susceptibility to potato cyst nematode <i> Globodera rostochiensis </i> and <i> Globodera pallida </i>.  ;Herald x Kerrs Pink;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;White;-;Smooth;-;Maincrop;Tall - very tall;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Dundrod;Tubers have good  resistance to bruising and splitting.Â Â Trials have found good resistance to potato virus Yo.Â Â This variety is susceptible to late blight on foliage and tubers.Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.;Wasseon x Maris Piper;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Cream;-;Smooth;-;First Early;-;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Dunluce;Dunluce is a first early variety bred in Northern Ireland by John Clarke and produces a moderate yield of round to oval, white-skinned tubers with a creamy, waxy flesh. Tests show susceptibility to potato cyst nematode <i> Globodera rostochiensis </i> Ro1 and <i> Globodera pallida </i> Ps2/3,1.;Saskia x K 126 Clarke;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Cream;-;Smooth;-;First Early;-;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Edony;;Sassy x G95TM001002;1;-;-;-;-;-;-;FRANCE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Medium yellow;-;-;-;Maincrop;Tall;Blue violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Edzell Blue;An old variety first marketed in early 1900s.  Edzell Blue is a second early variety producing a moderate yield of blue-skinned tubers with a white, floury flesh.   Tests show low resistance to potato cyst nematode <i> Globodera rostochiensis </i> Ro1 and <i> Globodera pallida </i> Pa2/3,1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Blue;Cream;-;Medium;-;Second Early;-;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Electra;..;C1992/42 x Picasso;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Medium yellow;-;-;-;Early Maincrop;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Elisabeth;First/Second Early with good yields of uniform tubers.  Very shallow eyes.  Excellent dormancy.  Suitable for the punnet market. Susceptible to late blight on tubers and foliage.  Tests for resistance to Blackleg, potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.;null;null;-;-;-;-;-;-;null;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;null;null;-;null;-;null;null;null;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;"VE 82-96 x Celina""";1;Agrico UK Ltd;-;-;-;-;-;-;potatoes@agrico.co.uk;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Medium yellow;Deep;-;-;-;Short;White;Absent;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Elland;;Golden Millenium x Innovator;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Cream;-;-;-;Early Maincrop;Medium - tall;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Ellie;Tubers have good resistance to splitting.Â Â Trials have found good resistance to common scab, potato leafroll virus and potato virus A.Â Â This variety has low resistance to dry rot <i>(Fusarium  coeruleum</i> and <i>Fusarium sulphureum)</i>, potato virus Yn, late blight on foliage and late blight on tubers.Â Â Tests for resistance to potato cyst enematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1;G97TM017001 x G94TT131008;1;-;-;-;-;-;-;FRANCE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Light yellow;-;-;-;Early Maincrop;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Emblem;Tubers have excellent  resistance to splitting and some  resistance to bruising.Â Â Trials have found good resistance to potato virus Yo, dry rot (<i>Fusarium coeruleum</i>) and skin spot.Â Â This variety has low resistance to potato leafroll virus and late blight on tubers.Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.;Midas x Valor;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Light yellow;-;-;-;Early Maincrop;Short;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Emily;;Cara x 2883/14;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Emma;Excellent tasting potato suitable for early baker production.  Emma combines earliness with good skin finish.  Susceptible to Powdery scab.;Colleen x Estima;1;-;-;-;-;-;-;IRELAND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Light yellow;-;Smooth;-;First Early;Short - medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Epicure;Epicure is the original 'Ayrshire' early potato and was bred by James Clark in England.  It is a first early variety producing a good yield of round, white-skinned tubers with deep eyes and a white, floury flesh.  It is known for its resistance to withstand frost damage to foliage.  Tests show low resistance to potato cyst nematode <i> Globodera rostochiensis </i> Ro1 and <i> Globodera pallida </i> Pa2/3,1;Magnum Bonum x Early Regent;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;White;-;Medium;-;First Early;Short - medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Erntestolz;Second early maturity.  Good resistance to potato virus Y, gangrene, drought, bruising and skin spot.  Susceptible to common scab, potato cyst nematode and foliage blight.  High dry matter, good fry colour.;Tasso x 63 58;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Light yellow;-;Medium;-;Second Early;Tall;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Estima;Maincrop prepack potato.  Widely used as 'the' white variety in Supermarkets.  High baker fraction.  Good shape and flavour.  Good resistance to growth cracks and secondary growth.  Susceptible to dry rot <i> Fusarium coeruleum </i> Powdery scab, blackleg potato virus Yo, potato leafroll virus, potato cyst nematode <i> Globodera rostochiensis</i> and <i> Globodera pallida </i>.;null;null;-;-;-;-;-;-;null;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;null;null;-;null;-;null;null;null;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;"Nopol x G 3014""";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Light yellow;Very shallow - shallow;-;Pink;-;Medium;White;Few;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Eurostar;Eurostar has a high yield with strong resistance to nematodes. It is excellent for French fry and table production. It stores well and is suitable for most soil types.;null;null;-;-;-;-;-;-;null;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;null;null;-;null;-;null;null;null;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;"Victoria x Innovator""";;Stet Holland;-;-;-;-;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Shallow;-;-;-;Tall;-;Medium;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Excalibur;Tubers have good  resistance to bruising and splitting.Â Â Trials have found good resistance to late blight on tubers, powdery scab and blackleg.Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.  Susceptible to skin spot.;Saxon x Valor;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Cream;-;-;-;Maincrop;Short - medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Fambo;Fambo produces high yields of bold tubers, with high early season dry matter content.  Oval to long oval tubers with white skins and light yellow flesh.  Prone to tuber greening and susceptible to Sencorex.  Tests show susceptibility to Blackleg and potato cyst nematode <i> Globodera pallida </i> Pa2/3,1 and resistance to late blight on tubers, potato virus Yo and resistance to potato cyst nematode <i> Globodera rostochiensis </i> Ro1.;Ostara x Provita;1;-;-;-;-;-;-;NETHERLANDS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Light yellow;-;Medium;-;Second Early;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Fandango;;Famosa x Cara;1;-;-;-;-;-;-;IRELAND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Fianna;Maincrop processing.  Can be utilised in the Chipping market.  Good shape.  Good resistance to growth cracks and secondary growth.  Higher levels of nitrogen are required to help reduce DM.  Very low sugar accumulation, giving excellent long-term storage.  Susceptible to late blight on tubers, potato cyst nematode <i> Globodera pallida</i> Pa2/3,1.  Tests show resistance to Dry rot <i> Fusarium sulphureum </i>, Powdery scab, Skin spot, splitting, bruising, potato virus Yo and resistant to potato cyst nematode <i> Globodera rostochiensis </i> .;null;null;-;-;-;-;-;-;null;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;null;null;-;null;-;null;null;null;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;"KO 62-660 x AM 66-42""";1;Konst Research BV;-;-;-;-;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Shallow;-;Pink;-;-;White;Few;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
FL2339;;FL 2208 X FL 2101;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Medium yellow;-;-;-;Second Early;Medium - tall;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Fontane;Trials have found resistance to potato virus Yo and potato cyst nematode <i> Globodera rostochiensis </i> .Â Â Susceptibility to <i>Globodera pallida</i> Pa 2/3, 1, Blackleg, and late blight on foliage.  ;Agria x AR 76-034-03;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Medium yellow;-;Medium;-;Early Maincrop;Medium - tall;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Foremost;.Â Â This variety has low resistance to late blight on foliage, late blight on tubers, common scab, potato leafroll virus and potato virus Yo.;Katahdin x (Epicure x Pepo);1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Cream;-;-;-;First Early;Short - medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Gabriel;Gabriel is a maincrop  variety.Â Â This variety is particularily suitable for crisping.Â Â Tubers have some  resistance to splitting and good resistance to bruising.Â Â Trials have found good resistance to dry rot (<i>F. coeruleum and F. sulphureum</i>) and blackleg.Â Â This variety has low resistance to late blight on tubers.Â Â Tests for resistance to potato cyst nematode demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;White;-;-;-;Maincrop;Tall;Violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Gael;Maincrop processing variety..;Agria x Donald;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Medium yellow;-;Smooth;-;Maincrop;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Galactica;Excellent high yielding early parti-coloured variety.  Galactica shows resistance to tuber blight, common scab and Potato Cyst Nematode <i>Globodera Rostochiensis</i> Ro1 but susceptibility to foliage blight.;Torridon x Picasso;1;-;-;-;-;-;-;IRELAND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red parti-coloured;Light yellow;-;-;-;Early Maincrop;Medium - tall;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Gatsby;Tubers have good resistance to splitting and some resistance to bruising.Â Â Trials have found good resistance to dry rot (<i>F. coeruleum</i>), powdery scab and potato virus A.Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.;Saxon x Valor;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Cream;-;-;-;Early Maincrop;Short - medium;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Gemson;Tubers have good  resistance to splitting.Â Â Trials have found good resistance to powdery scab, blackleg, silver scurf and potato leafroll virus.Â Â This variety has low resistance to dry rot <i>Fusarium sulphureum</i> and <i>Fusarium coeruleum </i>, Bruising and late blight on tubers. Â Tests for resistance to potato cyst nematode demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.;SCRI.85.C.4d.8 x Maris Peer;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Cream;-;Smooth;-;Second Early;Medium;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Georgina;;L96/225/309 x E96/22/53;1;-;-;-;-;-;-;GERMANY;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Gervioline;Tubers have poor  resistance to splitting and good  resistance to bruising.Â Â Trials have found good resistance to dry rot (<i>Fuarium coeruleum</i>).   This variety has low resistance to dry rot (<i>Fusarium sulphureum</i>) , potato leafroll virus, late blight on tubers, late blight on foliage and splitting.;G94TP013008 x Felsina;1;-;-;-;-;-;-;FRANCE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Blue;Cream;-;-;-;Second Early;Short - medium;Violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Golden Beauty;;FL 2006 x JHI 12601 ab1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Medium yellow;-;-;-;Maincrop;Medium;Blue violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Golden Nugget;Tubers have good  resistance to bruising and splitting.Â Â Trials have found good resistance to dry rot <i>Fusarium coeruleum</i> and <i>sulphureum</i>), powdery scab, common scab, blackleg and potato leafroll virus. Â Tests for resistance to potato cyst nematode demonstrated partial resistance to  both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.;Celine x ZD 08-98;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Cream;-;-;-;Maincrop;Short;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Golden Sun;;FL 2006 x Erasmus;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;White;-;-;-;Late Maincrop;Medium - tall;Blue violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Golden Wonder;Trials have found good resistance to dry rot, skin spot and common scab.Â Â This variety has low resistance to potato leafroll virus and potato virus Yo ;Seedling of Early Rose;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Russet;Light yellow;-;Medium;-;Maincrop;Very tall;Blue violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Gourmandine;Gourmandine is a salad variety with a long shape, yellow skin and creamy yellow flesh colour.  Tests for potato cyst nematode have demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1 and <i>Globodera pallida</i> Pa 2/3, 1.  The variety has resistance to bruising and powdery scab.;Charlotte x Estima;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Light yellow;-;-;-;Second Early;-;Violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Grange;;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Light yellow;-;-;-;Maincrop;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Gravity;Maincrop variety with yellow tubers.  Testing was conducted in one year only for common scab and mop top (spraing), the rating based on this is a 3 for common scab and a 6 for mop top (spraing).;Setanta x T2277/50;1;-;-;-;-;-;-;IRELAND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Medium yellow;-;-;-;Maincrop;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Gwenne;;INRA 94T97.43 * G93TT296006;1;-;-;-;-;-;-;FRANCE;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Medium yellow;-;-;-;Second Early;Medium - tall;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Habibi;Habibi is very suitable for drought prone areas.  It shows good tuber blight and common scab resistance.  It is resistant to potato cyst nematode <i> Globodera rostochiensis </i>  Ro1. It produces high yields of tubers with good appearance.  Suitable for boiling and steaming.;Famosa x Red Cara;1;-;-;-;-;-;-;IRELAND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red parti-coloured;White;-;Medium;-;Maincrop;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Harlequin;Harlequin is a speciality variety with delicate and waxy texture.  Long tubers with parti-colour skins and cream flesh.  Will produce high tuber numbers.  Excellent cooking qualities. Susceptible to potato cyst nematode <i> Globodera rostochiensis </i> Ro1.;Charlotte x Pink Fir Apple;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red parti-coloured;Cream;-;-;-;Early Maincrop;Tall;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Harmony;Harmony is ideally suited to the UK washing market, giving very high yields of bold bright tubers with low levels of outgrades. It has excellent storage characteristics with long natural dormancy and resistance to black dot, skin spot and bruising.  Susceptible to Dry rot <i> Fusarium sulphureum </i> Powdery scab, silver scurf and potato virus Yo.;Nadine x Stamina;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;White;-;Smooth;-;Early Maincrop;Short - medium;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Harry;;Mozart x Asterix;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Light yellow;-;-;-;Early Maincrop;Medium;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Heraclea;Heraclea is an early maincrop variety that is suitable for crisping.  In trials the variety demonstrated resistance to dry rot (<i>F. coeruleum</i>), skin spot, silver scurf, black dot and splitting.  The variety had susceptibility to PCN Pa2/3, tuber late blight an dry rot (<i>F. sulphureum</i>).;Markies x RZ 94-1538 ;1;-;-;-;-;-;-;NETHERLANDS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Light yellow;-;-;-;Early Maincrop;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Hermes;Maincrop maturity, high yields, low tuber numbers and long dormancy.High dry matter and good fry colour.  Susceptible to late blight on foliage, potato cyst nematode <i> Globodera rostochiensis </i> and potato cyst nematode <i> Globodera pallida </i>.  Tests show resistance to Powdery scab, potato leafroll virus, potato virus Yo and splitting.  ;5158DDR x SW 163/55;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;Light yellow;-;Medium;-;Maincrop;Tall;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Highland Burgundy Red;Maincrop variety producing moderate yields with high numbers of tubers per plant.  Red skin and red flesh with a white ring under the skin. Moderate to high dry matter, suitable for fresh market and crisping.;Unknown;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red;Parti-coloured red;-;Rough;-;Maincrop;Medium;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Home Guard;Short oval tubers with white to cream flesh. Short dormancy. Susceptible to drought. Moderate to low yields. Susceptible to tuber blight and late blight on foliage, potato cyst nematode <i>GLobodera rostochiensis</i. Ro1 and <i> Globodera pallida </i> Pa2/3,1. Good resistance to Bruising, Splitting, skin spor, Dry rot <i> Fusarium coeruleum </i> powdery scab and spraing (TRV). Medium to high dry matter. Tendency to discolour after cooking.;Doon Pearl x Cumnock;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;White;-;Medium;-;First Early;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Horizon;One of the highest yielding potato varieties to come through recent trials.  It possesses excellent drought tolerance.  Uniform round tubers suitable for crisping and table use in export markets.  The tubers are short oval with netted skins and yellow flesh. Tests show susceptibility to late blight on tubers, common scab and potato cyst nematode <i> Globodera pallida </i> Pa2/3,1.  Shows resistance to Blackleg and is resistant to potato cyst nematode <i> Globodera rostochiensis </i> Ro1.;Russet Burbank x Sante;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Cream;White;-;Smooth;-;Maincrop;Medium;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Imagine;;Cara x Orla;1;-;-;-;-;-;-;IRELAND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Blue parti-coloured;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Inca Bella;Tubers have good  resistance to bruising and splitting.Â Â Trials have found good resistance to black dot, powdery scab, blackleg, common scab and dry rot (<i>Fusarium coeruleum</i>).Â Â This variety has low resistance to dry rot (<i>Fusarium suplhureum</i>) and late blight on tubers.Â Â Tests for resistance to potato cyst nematode demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.;Mayan Gold x DB 257 (28) ;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red parti-coloured;Light yellow;-;-;-;Maincrop;Medium;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Inca Dawn;Tubers have good  resistance to splitting and weak  resistance to bruising.Â Â Trials have found good resistance to potato virus Yo  and common scab.Â Â Tests for resistance to potato cyst nematode demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.;SCRI 80CP23 x SCRI 71T46;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red parti-coloured;Deep yellow;-;Smooth;-;Maincrop;Short;Red violet;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Inca Rosa;;Stirling x Inca Bella;1;-;-;-;-;-;-;UNITED KINGDOM;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Yellow;Medium yellow;-;-;-;Early Maincrop;Medium - tall;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Infinity;Tubers have good resistance to splitting.Â Â Trials have found good resistance to blackleg, dry rot (<I>Fusarium coeruleum</I>) and potato mop top (spraing).Â Â This variety has low resistance to late blight on tubers.Â Â Tests for resistance to potato cyst nematode demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.;Lady Rosetta x Rooster;1;-;-;-;-;-;-;IRELAND;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Red;Cream;-;-;-;Early Maincrop;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
Innovator; Innovator is a russet skinned variety for the French fry market.;Shepody x RZ-84-2580;1;-;-;-;-;-;-;NETHERLANDS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;Russet;Light yellow;-;Rough;-;Second Early;-;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
International Kidney;This variety has low resistance to late blight on foliage and late blight on tubers..;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;White;Light yellow;-;Smooth;-;Second Early;Medium;White;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
